source_id,company,vendor,kind,filename,raw_rel_path,status,compiled_into,notes
cover-thumbnail-184,HUSHFUSION,bolloon,image,thumbnail_184.jpg,assets/cover/thumbnail_184.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-189,HUSHFUSION,bolloon,image,thumbnail_189.jpg,assets/cover/thumbnail_189.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-190,HUSHFUSION,bolloon,image,thumbnail_190.jpg,assets/cover/thumbnail_190.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-215,HUSHFUSION,bolloon,image,thumbnail_215.jpg,assets/cover/thumbnail_215.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-216,HUSHFUSION,bolloon,image,thumbnail_216.jpg,assets/cover/thumbnail_216.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-219,HUSHFUSION,bolloon,image,thumbnail_219.jpg,assets/cover/thumbnail_219.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-238,HUSHFUSION,bolloon,image,thumbnail_238.jpg,assets/cover/thumbnail_238.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-250,HUSHFUSION,bolloon,image,thumbnail_250.jpg,assets/cover/thumbnail_250.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-251,HUSHFUSION,bolloon,image,thumbnail_251.jpg,assets/cover/thumbnail_251.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-26,HUSHFUSION,bolloon,image,thumbnail_26.jpg,assets/cover/thumbnail_26.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-28,HUSHFUSION,bolloon,image,thumbnail_28.jpg,assets/cover/thumbnail_28.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-31,HUSHFUSION,bolloon,image,thumbnail_31.jpg,assets/cover/thumbnail_31.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-334,HUSHFUSION,bolloon,image,thumbnail_334.jpg,assets/cover/thumbnail_334.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-36,HUSHFUSION,bolloon,image,thumbnail_36.jpg,assets/cover/thumbnail_36.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-375,HUSHFUSION,bolloon,image,thumbnail_375.jpg,assets/cover/thumbnail_375.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-42,HUSHFUSION,bolloon,image,thumbnail_42.jpg,assets/cover/thumbnail_42.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-43,HUSHFUSION,bolloon,image,thumbnail_43.jpg,assets/cover/thumbnail_43.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-439,HUSHFUSION,bolloon,image,thumbnail_439.jpg,assets/cover/thumbnail_439.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-44,HUSHFUSION,bolloon,image,thumbnail_44.jpg,assets/cover/thumbnail_44.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-442,HUSHFUSION,bolloon,image,thumbnail_442.jpg,assets/cover/thumbnail_442.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-447,HUSHFUSION,bolloon,image,thumbnail_447.jpg,assets/cover/thumbnail_447.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-45,HUSHFUSION,bolloon,image,thumbnail_45.jpg,assets/cover/thumbnail_45.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-450,HUSHFUSION,bolloon,image,thumbnail_450.jpg,assets/cover/thumbnail_450.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-452,HUSHFUSION,bolloon,image,thumbnail_452.jpg,assets/cover/thumbnail_452.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-46,HUSHFUSION,bolloon,image,thumbnail_46.jpg,assets/cover/thumbnail_46.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-468,HUSHFUSION,bolloon,image,thumbnail_468.jpg,assets/cover/thumbnail_468.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-469,HUSHFUSION,bolloon,image,thumbnail_469.jpg,assets/cover/thumbnail_469.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-47,HUSHFUSION,bolloon,image,thumbnail_47.jpg,assets/cover/thumbnail_47.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-479,HUSHFUSION,bolloon,image,thumbnail_479.jpg,assets/cover/thumbnail_479.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-503,HUSHFUSION,bolloon,image,thumbnail_503.jpg,assets/cover/thumbnail_503.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-507,HUSHFUSION,bolloon,image,thumbnail_507.jpg,assets/cover/thumbnail_507.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-509,HUSHFUSION,bolloon,image,thumbnail_509.jpg,assets/cover/thumbnail_509.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-510,HUSHFUSION,bolloon,image,thumbnail_510.jpg,assets/cover/thumbnail_510.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-511,HUSHFUSION,bolloon,image,thumbnail_511.jpg,assets/cover/thumbnail_511.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-526,HUSHFUSION,bolloon,image,thumbnail_526.jpg,assets/cover/thumbnail_526.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-527,HUSHFUSION,bolloon,image,thumbnail_527.jpg,assets/cover/thumbnail_527.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-534,HUSHFUSION,bolloon,image,thumbnail_534.jpg,assets/cover/thumbnail_534.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-536,HUSHFUSION,bolloon,image,thumbnail_536.jpg,assets/cover/thumbnail_536.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-544,HUSHFUSION,bolloon,image,thumbnail_544.jpg,assets/cover/thumbnail_544.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-574,HUSHFUSION,bolloon,image,thumbnail_574.jpg,assets/cover/thumbnail_574.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-584,HUSHFUSION,bolloon,image,thumbnail_584.jpg,assets/cover/thumbnail_584.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-585,HUSHFUSION,bolloon,image,thumbnail_585.jpg,assets/cover/thumbnail_585.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-593,HUSHFUSION,bolloon,image,thumbnail_593.jpg,assets/cover/thumbnail_593.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-611,HUSHFUSION,bolloon,image,thumbnail_611.jpg,assets/cover/thumbnail_611.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-612,HUSHFUSION,bolloon,image,thumbnail_612.jpg,assets/cover/thumbnail_612.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-613,HUSHFUSION,bolloon,image,thumbnail_613.jpg,assets/cover/thumbnail_613.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-614,HUSHFUSION,bolloon,image,thumbnail_614.jpg,assets/cover/thumbnail_614.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-622,HUSHFUSION,bolloon,image,thumbnail_622.jpg,assets/cover/thumbnail_622.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-626,HUSHFUSION,bolloon,image,thumbnail_626.jpg,assets/cover/thumbnail_626.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-627,HUSHFUSION,bolloon,image,thumbnail_627.jpg,assets/cover/thumbnail_627.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-640,HUSHFUSION,bolloon,image,thumbnail_640.jpg,assets/cover/thumbnail_640.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-663,HUSHFUSION,bolloon,image,thumbnail_663.jpg,assets/cover/thumbnail_663.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-67,HUSHFUSION,bolloon,image,thumbnail_67.jpg,assets/cover/thumbnail_67.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-686,HUSHFUSION,bolloon,image,thumbnail_686.jpg,assets/cover/thumbnail_686.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-687,HUSHFUSION,bolloon,image,thumbnail_687.jpg,assets/cover/thumbnail_687.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-70,HUSHFUSION,bolloon,image,thumbnail_70.jpg,assets/cover/thumbnail_70.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-701,HUSHFUSION,bolloon,image,thumbnail_701.jpg,assets/cover/thumbnail_701.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-82,HUSHFUSION,bolloon,image,thumbnail_82.jpg,assets/cover/thumbnail_82.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-838,HUSHFUSION,bolloon,image,thumbnail_838.jpg,assets/cover/thumbnail_838.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-840,HUSHFUSION,bolloon,image,thumbnail_840.jpg,assets/cover/thumbnail_840.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-845,HUSHFUSION,bolloon,image,thumbnail_845.jpg,assets/cover/thumbnail_845.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-849,HUSHFUSION,bolloon,image,thumbnail_849.jpg,assets/cover/thumbnail_849.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-889,HUSHFUSION,bolloon,image,thumbnail_889.jpg,assets/cover/thumbnail_889.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-892,HUSHFUSION,bolloon,image,thumbnail_892.jpg,assets/cover/thumbnail_892.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-913,HUSHFUSION,bolloon,image,thumbnail_913.jpg,assets/cover/thumbnail_913.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-950,HUSHFUSION,bolloon,image,thumbnail_950.jpg,assets/cover/thumbnail_950.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-958,HUSHFUSION,bolloon,image,thumbnail_958.jpg,assets/cover/thumbnail_958.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-973,HUSHFUSION,bolloon,image,thumbnail_973.jpg,assets/cover/thumbnail_973.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-983,HUSHFUSION,bolloon,image,thumbnail_983.jpg,assets/cover/thumbnail_983.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
cover-thumbnail-999,HUSHFUSION,bolloon,image,thumbnail_999.jpg,assets/cover/thumbnail_999.jpg,compiled,docs/ASSETS.md,"点缀素材池(512×682 笔触封面);原样复制自 bolloon 项目,tools/import_covers.py 登记"
hero-art-tokamak-wide,HUSHFUSION,需方,image,art-tokamak-wide.png,assets/hero/art-tokamak-wide.png,compiled,index.html; assets/manifest.json; docs/ASSETS.md,主视觉切片;自源图 clip_20260917_101147_1.png 确定性裁剪(tools/slice_assets.py)
hero-art-tokamak,HUSHFUSION,需方,image,art-tokamak.png,assets/hero/art-tokamak.png,compiled,index.html; assets/manifest.json; docs/ASSETS.md,主视觉切片;自源图 clip_20260917_101147_1.png 确定性裁剪(tools/slice_assets.py)
hero-poster-full,HUSHFUSION,需方,image,poster-full.png,assets/hero/poster-full.png,compiled,index.html; assets/manifest.json; docs/ASSETS.md,主视觉切片;自源图 clip_20260917_101147_1.png 确定性裁剪(tools/slice_assets.py)
shot-about,HUSHFUSION,自制(验收脚本),image,about.png,docs/screenshots/about.png,compiled,scripts/verify-site.mjs,"真浏览器验收自动产出的全页/窄屏截图(留档),非设计源素材"
shot-hibs,HUSHFUSION,自制(验收脚本),image,hibs.png,docs/screenshots/hibs.png,compiled,scripts/verify-site.mjs,"真浏览器验收自动产出的全页/窄屏截图(留档),非设计源素材"
shot-index,HUSHFUSION,自制(验收脚本),image,index.png,docs/screenshots/index.png,compiled,scripts/verify-site.mjs,"真浏览器验收自动产出的全页/窄屏截图(留档),非设计源素材"
shot-nav-390-open,HUSHFUSION,自制(验收脚本),image,nav-390-open.png,docs/screenshots/nav-390-open.png,compiled,scripts/verify-site.mjs,"真浏览器验收自动产出的全页/窄屏截图(留档),非设计源素材"
shot-nav-390,HUSHFUSION,自制(验收脚本),image,nav-390.png,docs/screenshots/nav-390.png,compiled,scripts/verify-site.mjs,"真浏览器验收自动产出的全页/窄屏截图(留档),非设计源素材"
shot-progress,HUSHFUSION,自制(验收脚本),image,progress.png,docs/screenshots/progress.png,compiled,scripts/verify-site.mjs,"真浏览器验收自动产出的全页/窄屏截图(留档),非设计源素材"
icon-apple-touch-icon,HUSHFUSION,需方,image,apple-touch-icon.png,icons/apple-touch-icon.png,compiled,index.html; icons/,站点图标;由需方消音波形标识派生(见 logo-wave-1254 行)
icon-apple-touch-icon-day,HUSHFUSION,需方,image,apple-touch-icon--day.png,icons/apple-touch-icon--day.png,compiled,index.html; icons/,站点图标(昼间配色:浅海蓝绿底 #C9DDD5 + 深墨绿波形 #11302A);由需方消音波形标识派生(见 logo-wave-1254 行)
icon-favicon-32,HUSHFUSION,需方,image,favicon-32.png,icons/favicon-32.png,compiled,index.html; icons/,站点图标;由需方消音波形标识派生(见 logo-wave-1254 行)
icon-favicon-32-day,HUSHFUSION,需方,image,favicon-32--day.png,icons/favicon-32--day.png,compiled,index.html; icons/,站点图标(昼间配色:浅海蓝绿底 #C9DDD5 + 深墨绿波形 #11302A);由需方消音波形标识派生(见 logo-wave-1254 行)
donation-plan-ai-draft-20260922,HUSHFUSION,AI(第三方模型),doc,donation-fund-plan-ai-draft-20260922.md,internal_sources/donation-plan/donation-fund-plan-ai-draft-20260922.md,compiled,docs/DONATION-FUND-PLAN.md; docs/wiki/donation-open-research-fund.md; docs/DESIGN-PLAN.md (§7.7),"需方 2026-09-22 提供的「AI 设计的计划」原文(带归档头逐字存档);公开支持 / Open Research Fund 的**设计输入,不是结论**;sha256 b5545edf8daa2c827b3f1f58fb64069ec60d71a0111dbce770a24a10f1dc6a0c;5634 字节;编译产物改写三条:非托管金库 / v1 不引 ReentrancyGuard / 暂停权限的真实半径"
screenshot-theory-20260917,HUSHFUSION,本仓库(scripts/verify-site.mjs 产出),image,theory.png,docs/screenshots/theory.png,compiled,theory.html,"理论页真浏览器验收截图(verify-site.mjs 产出,1280×900);2026-09-17 新增理论页时漏登记,2026-09-22 补登(untracked_raw_check 在 CI 报红)"
donation-decisions-20260922,HUSHFUSION,需方 leo,doc,donation-decisions-20260922.md,internal_sources/donation-plan/donation-decisions-20260922.md,compiled,docs/DONATION-FUND-PLAN.md (§2.5/§7.1–7.4); docs/wiki/donation-open-research-fund.md; docs/DESIGN-PLAN.md (§7.7),需方 2026-09-22 第二轮决策(带归档头逐字存档):托管 = Safe 托管、金库可换(两步 + 48h + 只接受合约地址)、个人过渡主体 → 公司迁移、三套账分账、治理与审计原则;sha256 c680c178035934f6ac380299b6d0f6b61c4f680357aa9fc0e33b886044dec78b;4554 字节
donation-security-and-phases-20260922,HUSHFUSION,需方 leo,doc,donation-security-and-phases-20260922.md,internal_sources/donation-plan/donation-security-and-phases-20260922.md,compiled,docs/DONATION-FREEZE.md; docs/DONATION-FUND-PLAN.md (§零/§2.1/§2.3/§2.5/§五/§十三); docs/wiki/donation-open-research-fund.md,需方 2026-09-22 第三轮:安全修正(`code.length>0` 不能证明是 Safe ⇒ Safe 身份校验)+ 六阶段执行计划;sha256 68ca90e0b749b78ce1dc8aace05c946eefc2450ff5403a55e1c0229015ea9580;5054 字节
donation-legal-gate-20260922,HUSHFUSION,需方 leo,doc,donation-legal-gate-20260922.md,internal_sources/donation-plan/donation-legal-gate-20260922.md,compiled,docs/DONATION-FUND-PLAN.md (§10.1–10.1.3); docs/DONATION-FREEZE.md (§八/§九/§十一); docs/wiki/donation-open-research-fund.md,需方 2026-09-22 第四轮:法律闸门 —— 「中文公开网站+面向公众+收 ETH/个人过渡主体」高风险组合;两条合规路线(境内科研支持 / 境外加密捐赠);降级路线=区块链只当公开审计记录层;sha256 20e12aa44e81f9e53f1b7e0df7baa5a1f85e0b77f346c798f1fd50f4ac8337d7;2818 字节
